br-data-accession,br-data-model-protein-accession,br-data-product-name,br-data-family-type,br-data-gene-symbol,br-data-ec-number,br-data-go-terms,br-data-complete_ident,br-data-complete-wp-coverage,br-data-complete-br-coverage,br-data-hits-number,br-data-date
NBR002154,WP_076611908.1,IS5-like element ISPha1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR002155,WP_011020875.1,IS5-like element ISMac15 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,3,2023-10-03
NBR002156,WP_011026846.1,IS5-like element ISSco3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,8,2023-10-03
NBR002157,WP_003954233.1,IS5-like element ISScl1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002158,WP_015061183.1,IS5-like element ISGNB1-1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002159,WP_059669267.1,IS5-like element ISBvi8 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002160,WP_011435569.1,IS5-like element ISFsp7 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR002161,WP_020460564.1,IS5-like element ISFsp2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR002162,WP_017246247.1,IS5-like element ISPsp6 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,7,2023-10-03
NBR002163,WP_000019370.1,IS5-like element ISVch5 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,25,2023-10-03
NBR002164,WP_000019403.1,IS5-like element IS5 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,3322,2023-10-03
NBR002165,WP_000019445.1,IS5-like element ISKpn26 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4262,2023-10-03
NBR002166,WP_015233736.1,IS5-like element ISNagr12 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR002167,WP_012168527.1,IS5-like element ISAcma43 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002168,WP_015233383.1,IS5-like element ISNagr1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002169,WP_011571298.1,IS5-like element ISHwa1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,3,2023-10-03
NBR002170,WP_076611935.1,IS5-like element ISH19 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002171,WP_010890407.1,IS5-like element ISH28 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,3,2023-10-03
NBR002172,WP_013035143.1,IS5-like element ISHvo1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,6,2023-10-03
NBR002173,WP_076611936.1,IS5-like element ISHli2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR002174,WP_076611945.1,IS5-like element ISPth1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR002175,WP_076611946.1,IS5-like element ISPpa3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,5,2023-10-03
NBR002176,WP_007803217.1,IS5-like element ISRhba5 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR002177,WP_044248306.1,IS5-like element ISRhsp8 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002178,WP_011665393.1,IS5-like element ISRpa9 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR002179,WP_011073174.1,IS5-like element ISSod12 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,17,2023-10-03
NBR002180,WP_011791210.1,IS5-like element ISSpu11 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,27,2023-10-03
NBR002181,WP_076611948.1,IS5-like element ISPpa4 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR002182,WP_076612406.1,IS5-like element ISUnCu15 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR002183,WP_020952385.1,IS5-like element ISPam1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002184,WP_076611956.1,IS5-like element ISPsp10 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,13,2023-10-03
NBR002186,WP_076611971.1,IS5-like element ISAac2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,46,2023-10-03
NBR002187,WP_011498312.1,IS5-like element ISMbu1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR002188,WP_012948682.1,IS5-like element ISGeob5 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002189,WP_012167412.1,IS5-like element ISAcma45 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002190,WP_011223707.1,IS5-like element ISHma8 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002191,WP_076611974.1,IS5-like element ISMeme1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002192,WP_076611975.1,IS5-like element ISKpn12 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,19,2023-10-03
NBR002193,WP_076611976.1,IS5-like element ISPze1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR002194,WP_076611977.1,IS5-like element ISPaes2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,16,2023-10-03
NBR002195,WP_076611978.1,IS5-like element ISRhsp4 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR002196,WP_076611979.1,IS5-like element ISPam4 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002197,WP_076611983.1,IS5-like element ISNpe19 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR002198,WP_015408753.1,IS5-like element ISNamo4 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002199,WP_010903158.1,IS5-like element ISH11 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR002200,WP_015298782.1,IS5-like element ISNpe16 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,5,2023-10-03
NBR002201,WP_015298976.1,IS5-like element ISNpe17 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002202,WP_003054042.1,IS5-like element ISCte6 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002203,WP_003117291.1,IS5-like element ISPa41 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,67,2023-10-03
NBR002204,WP_013973047.1,IS5-like element IS2000 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,32,2023-10-03
NBR002205,WP_000082736.1,IS5-like element ISEc68 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,76,2023-10-03
NBR002206,WP_008286027.1,IS5-like element ISHysp1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR002207,WP_000743272.1,IS5-like element IS17 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,326,2023-10-03
NBR002209,WP_011102826.1,IS5-like element ISRusp1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002210,WP_007257056.1,IS5-like element ISOgr3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002211,WP_076612002.1,IS5-like element ISPlc1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR002212,WP_007791754.1,IS5-like element ISRssp5 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR002213,WP_039391064.1,IS5-like element ISNov2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR002214,WP_076612003.1,IS5-like element ISRm13 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR002215,WP_009175392.1,IS5-like element ISSisp2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR002216,WP_076612004.1,IS5-like element ISPko3 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR002217,WP_028713484.1,IS5-like element ISPpa8 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,4,2023-10-03
NBR002218,WP_011241905.1,IS5-like element ISSpo9 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,2,2023-10-03
NBR002219,WP_028710025.1,IS5-like element ISPko1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,10,2023-10-03
NBR002220,WP_076612011.1,IS5-like element ISAs34 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,15,2023-10-03
NBR002221,WP_021793588.1,IS5-like element ISTar1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR002222,WP_021788055.1,IS5-like element ISFesp2 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
NBR002223,WP_086558212.1,IS5-like element IS427 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,3,2023-10-03
NBR002224,WP_086558306.1,IS5-like element ISHwa20 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,No hit has been calculated yet for this BlastRule,2023-10-03
NBR002225,WP_012949561.1,IS5-like element ISGeob1 family transposase,BlastRuleIS,,,"Molecular function: transposase activity (GO:0004803)
Biological process: DNA transposition (GO:0006313)",98,90,95,1,2023-10-03
